timestamp_unix,elapsed_s,recall_at_k,qps,p50_ms,p95_ms,p99_ms,error_count,fault_active,fault_type,replication_factor
1778033363.3298895,0.303,1.0,50.0,9.44,11.831,13.226,0,0,partition,3
1778033363.6316996,0.605,1.0,50.0,10.815,11.754,11.868,0,0,partition,3
1778033363.9338505,0.907,1.0,50.0,11.696,12.06,12.298,0,0,partition,3
1778033364.2363763,1.21,1.0,50.0,11.966,12.652,13.002,0,0,partition,3
1778033364.538459,1.512,1.0,50.0,12.894,13.262,13.314,0,0,partition,3
1778033364.840519,1.814,0.993333,50.0,12.952,14.101,14.924,0,0,partition,3
1778033365.1426537,2.116,1.0,50.0,12.798,14.515,15.744,0,0,partition,3
1778033365.4442523,2.418,1.0,50.0,12.938,13.434,13.513,0,0,partition,3
1778033365.7460175,2.719,1.0,50.0,11.414,12.562,13.352,0,0,partition,3
1778033366.0478709,3.021,0.993333,50.0,12.172,13.634,13.635,0,0,partition,3
1778033366.349678,3.323,1.0,50.0,14.146,14.95,15.028,0,0,partition,3
1778033366.652024,3.625,1.0,50.0,13.095,13.463,13.693,0,0,partition,3
1778033366.9537835,3.927,1.0,50.0,12.876,13.34,13.345,0,0,partition,3
1778033367.2555048,4.229,1.0,50.0,12.937,13.312,13.33,0,0,partition,3
1778033367.557087,4.53,1.0,50.0,13.335,13.582,13.642,0,0,partition,3
1778033367.8586473,4.832,1.0,50.0,12.517,13.119,13.277,0,0,partition,3
1778033368.1602952,5.134,1.0,50.0,13.108,13.4,13.441,0,0,partition,3
1778033368.4622178,5.435,1.0,40.0,12.302,45.195,72.15,0,0,partition,3
1778033368.7638638,5.737,1.0,50.0,12.757,13.432,13.557,0,0,partition,3
1778033369.0654263,6.039,1.0,50.0,12.744,13.378,13.455,0,0,partition,3
1778033369.3669908,6.34,1.0,50.0,12.696,13.526,13.66,0,0,partition,3
1778033369.6684914,6.642,0.993333,50.0,11.322,13.459,13.71,0,0,partition,3
1778033369.9701674,6.943,1.0,50.0,12.647,13.394,13.482,0,0,partition,3
1778033370.2718406,7.245,0.993333,50.0,13.044,13.334,13.34,0,0,partition,3
1778033370.5734148,7.547,1.0,50.0,11.193,12.957,13.049,0,0,partition,3
1778033370.874966,7.848,1.0,50.0,11.409,12.686,12.783,0,0,partition,3
1778033371.176466,8.15,1.0,50.0,10.994,13.338,13.568,0,0,partition,3
1778033371.478058,8.451,1.0,50.0,12.963,13.447,13.697,0,0,partition,3
1778033371.7796273,8.753,0.993333,50.0,12.64,12.892,12.981,0,0,partition,3
1778033372.0812376,9.055,1.0,50.0,12.6,13.127,13.197,0,0,partition,3
1778033372.3829527,9.356,1.0,50.0,12.662,13.127,13.343,0,0,partition,3
1778033372.6845217,9.658,1.0,50.0,12.826,13.053,13.216,0,0,partition,3
1778033372.986204,9.959,1.0,50.0,12.861,13.477,13.732,0,0,partition,3
1778033373.287946,10.261,1.0,50.0,12.891,13.296,13.317,0,0,partition,3
1778033373.590854,10.564,1.0,50.0,13.122,13.808,14.288,0,0,partition,3
1778033373.8925226,10.866,1.0,50.0,12.917,13.305,13.558,0,0,partition,3
1778033374.194068,11.167,1.0,50.0,13.066,13.627,13.824,0,0,partition,3
1778033374.4956295,11.469,1.0,50.0,12.365,13.029,13.255,0,0,partition,3
1778033374.797258,11.771,0.993333,50.0,12.374,13.415,13.708,0,0,partition,3
1778033375.098798,12.072,1.0,50.0,12.487,13.19,13.301,0,0,partition,3
1778033375.40044,12.374,1.0,50.0,13.282,13.566,13.785,0,0,partition,3
1778033375.702103,12.675,1.0,50.0,13.21,13.602,13.919,0,0,partition,3
1778033376.0038083,12.977,1.0,50.0,13.051,13.323,13.609,0,0,partition,3
1778033376.3054967,13.279,1.0,50.0,13.002,13.546,13.727,0,0,partition,3
1778033376.6070461,13.58,1.0,50.0,13.041,13.362,13.433,0,0,partition,3
1778033376.9085505,13.882,1.0,50.0,12.424,13.077,13.232,0,0,partition,3
1778033377.2100828,14.183,1.0,50.0,12.418,12.953,12.96,0,0,partition,3
1778033377.5116317,14.485,1.0,50.0,12.393,13.157,13.172,0,0,partition,3
1778033377.8131573,14.786,1.0,50.0,12.399,12.814,13.098,0,0,partition,3
1778033378.1146812,15.088,1.0,50.0,12.33,13.441,13.891,0,0,partition,3
1778033378.4162066,15.389,1.0,50.0,12.415,12.951,12.987,0,0,partition,3
1778033378.7178614,15.691,1.0,50.0,12.585,13.284,13.568,0,0,partition,3
1778033379.020976,15.994,0.993333,50.0,13.139,14.948,16.352,0,0,partition,3
1778033379.322911,16.296,1.0,50.0,13.1,13.816,13.824,0,0,partition,3
1778033379.6260805,16.599,1.0,50.0,13.008,13.722,13.831,0,0,partition,3
1778033379.9278114,16.901,1.0,50.0,12.988,13.796,14.402,0,0,partition,3
1778033380.2298315,17.203,1.0,53.33,12.922,13.77,14.469,0,0,partition,3
1778033380.5315037,17.505,1.0,50.0,12.94,13.633,13.684,0,0,partition,3
1778033380.8331158,17.806,0.993333,50.0,13.026,13.414,13.691,0,0,partition,3
