timestamp_unix,elapsed_s,recall_at_k,qps,p50_ms,p95_ms,p99_ms,error_count,fault_active,fault_type,replication_factor
1778030817.311033,0.303,1.0,50.0,9.527,12.663,14.02,0,0,kill,1
1778030817.6121385,0.604,1.0,50.0,12.927,13.597,13.611,0,0,kill,1
1778030817.9148004,0.907,1.0,50.0,10.749,12.957,12.994,0,0,kill,1
1778030818.21611,1.208,1.0,50.0,11.591,12.476,12.553,0,0,kill,1
1778030818.5176382,1.51,1.0,50.0,11.61,12.233,12.462,0,0,kill,1
1778030818.8192036,1.811,0.993333,50.0,11.823,12.23,12.397,0,0,kill,1
1778030819.120801,2.113,1.0,50.0,11.485,12.285,12.297,0,0,kill,1
1778030819.4223864,2.414,1.0,50.0,10.226,12.027,12.049,0,0,kill,1
1778030819.7239966,2.716,1.0,50.0,11.015,12.257,12.44,0,0,kill,1
1778030820.0255601,3.017,1.0,50.0,10.241,11.85,11.981,0,0,kill,1
1778030820.3271353,3.319,1.0,50.0,11.862,12.059,12.171,0,0,kill,1
1778030820.628712,3.621,1.0,50.0,10.3,11.967,12.205,0,0,kill,1
1778030820.9302804,3.922,0.993333,50.0,10.393,11.634,11.741,0,0,kill,1
1778030821.2318742,4.224,1.0,50.0,10.245,10.654,10.721,0,0,kill,1
1778030821.5334442,4.525,0.993333,50.0,10.261,10.529,10.533,0,0,kill,1
1778030821.8349674,4.827,1.0,50.0,10.296,11.699,11.724,0,0,kill,1
1778030822.13612,5.128,1.0,50.0,10.326,11.702,11.736,0,0,kill,1
1778030822.4376364,5.43,1.0,43.33,10.205,31.229,54.175,0,0,kill,1
1778030822.7392008,5.731,1.0,50.0,9.98,10.207,10.411,0,0,kill,1
1778030823.04075,6.033,1.0,50.0,10.083,11.911,11.951,0,0,kill,1
1778030823.3444862,6.336,1.0,50.0,9.96,13.238,15.652,0,0,kill,1
1778030823.6465533,6.638,1.0,50.0,11.388,12.583,12.731,0,0,kill,1
1778030823.9482183,6.94,1.0,50.0,10.566,12.143,12.184,0,0,kill,1
1778030824.2504182,7.242,1.0,50.0,11.737,13.161,13.3,0,0,kill,1
1778030824.5525477,7.544,1.0,50.0,11.05,12.99,13.519,0,0,kill,1
1778030824.8542812,7.846,1.0,50.0,12.663,13.025,13.199,0,0,kill,1
1778030825.156266,8.148,1.0,50.0,12.691,13.532,13.709,0,0,kill,1
1778030825.4579003,8.45,1.0,50.0,12.561,13.07,13.161,0,0,kill,1
1778030825.7595556,8.751,0.993333,50.0,12.731,13.056,13.21,0,0,kill,1
1778030826.061219,9.053,1.0,50.0,12.47,13.055,13.174,0,0,kill,1
1778030826.3628833,9.355,1.0,50.0,12.784,13.042,13.108,0,0,kill,1
1778030826.66445,9.656,1.0,50.0,12.654,13.146,13.222,0,0,kill,1
1778030826.9662035,9.958,1.0,50.0,12.569,13.078,13.184,0,0,kill,1
1778030827.2679224,10.26,0.993333,50.0,12.614,13.128,13.303,0,0,kill,1
1778030827.5696058,10.562,1.0,50.0,11.03,11.855,12.489,0,0,kill,1
1778030827.871288,10.863,1.0,50.0,10.989,11.565,11.691,0,0,kill,1
1778030828.1730106,11.165,1.0,50.0,10.975,11.2,11.383,0,0,kill,1
1778030828.4750874,11.467,1.0,50.0,11.042,13.711,14.59,0,0,kill,1
1778030828.7768223,11.769,1.0,50.0,10.988,12.774,12.799,0,0,kill,1
1778030829.0785103,12.07,1.0,50.0,10.946,11.411,11.551,0,0,kill,1
1778030829.3802636,12.372,1.0,50.0,11.007,12.933,13.074,0,0,kill,1
1778030829.6819372,12.674,1.0,50.0,11.143,11.687,11.908,0,0,kill,1
1778030829.9836364,12.976,1.0,50.0,11.868,12.506,12.507,0,0,kill,1
1778030830.2853236,13.277,0.993333,50.0,11.298,12.002,12.342,0,0,kill,1
1778030830.5870404,13.579,1.0,50.0,11.152,20.891,22.475,0,0,kill,1
1778030830.8892102,13.881,1.0,50.0,10.986,11.143,11.307,0,0,kill,1
1778030831.1921146,14.184,1.0,50.0,10.964,11.98,12.817,0,0,kill,1
1778030831.4950876,14.487,1.0,50.0,10.939,12.648,12.725,0,0,kill,1
1778030831.7970798,14.789,0.993333,50.0,11.765,12.408,12.428,0,0,kill,1
1778030832.0991154,15.091,1.0,50.0,11.012,11.991,12.27,0,0,kill,1
1778030832.4010646,15.393,1.0,50.0,11.053,11.715,11.931,0,0,kill,1
1778030832.7029989,15.695,0.993333,50.0,10.932,11.976,12.682,0,0,kill,1
1778030833.0046566,15.997,1.0,50.0,11.167,12.869,13.004,0,0,kill,1
1778030833.3080506,16.3,1.0,50.0,11.384,13.658,15.362,0,0,kill,1
1778030833.6113124,16.603,1.0,50.0,11.026,11.752,12.072,0,0,kill,1
1778030833.9134507,16.905,1.0,53.33,10.922,11.714,12.192,0,0,kill,1
1778030834.2153761,17.207,1.0,46.67,10.973,11.246,11.423,0,0,kill,1
1778030834.5173473,17.509,1.0,53.33,10.921,11.849,12.573,0,0,kill,1
1778030834.819341,17.811,0.992857,46.67,12.651,13.033,13.237,0,0,kill,1
1778030835.1215703,18.113,1.0,53.33,11.019,13.292,13.783,0,0,kill,1
