timestamp_unix,elapsed_s,recall_at_k,qps,p50_ms,p95_ms,p99_ms,error_count,fault_active,fault_type,replication_factor
1778028599.4492378,0.303,1.0,50.0,12.837,14.332,14.883,0,0,kill,2
1778028599.751203,0.605,1.0,50.0,13.961,14.501,14.508,0,0,kill,2
1778028600.0527725,0.907,1.0,50.0,11.381,12.899,14.371,0,0,kill,2
1778028600.354614,1.209,1.0,50.0,11.428,12.349,12.633,0,0,kill,2
1778028600.6560543,1.51,1.0,50.0,12.654,13.352,13.982,0,0,kill,2
1778028600.9579585,1.812,0.993333,50.0,11.298,12.819,13.158,0,0,kill,2
1778028601.2594903,2.114,1.0,50.0,11.217,12.381,12.405,0,0,kill,2
1778028601.5611784,2.415,1.0,50.0,11.114,12.877,13.407,0,0,kill,2
1778028601.8625617,2.717,1.0,50.0,10.995,12.063,12.215,0,0,kill,2
1778028602.1642957,3.018,1.0,50.0,12.542,13.51,13.752,0,0,kill,2
1778028602.46632,3.32,1.0,50.0,11.566,12.225,12.268,0,0,kill,2
1778028602.7677839,3.622,1.0,50.0,10.991,12.678,12.762,0,0,kill,2
1778028603.069796,3.924,1.0,50.0,10.956,11.595,11.73,0,0,kill,2
1778028603.3715138,4.226,1.0,50.0,11.023,11.693,11.997,0,0,kill,2
1778028603.6734848,4.528,1.0,50.0,11.097,12.645,12.727,0,0,kill,2
1778028603.975073,4.829,1.0,50.0,11.068,12.562,12.582,0,0,kill,2
1778028604.277198,5.131,1.0,50.0,11.091,12.766,12.896,0,0,kill,2
1778028604.5796516,5.434,1.0,33.33,12.64,72.226,111.107,0,0,kill,2
1778028604.8813832,5.735,1.0,50.0,11.295,11.637,11.64,0,0,kill,2
1778028605.1829343,6.037,1.0,50.0,13.055,13.495,13.541,0,0,kill,2
1778028605.4844944,6.339,1.0,50.0,12.531,13.082,13.123,0,0,kill,2
1778028605.7860544,6.64,1.0,50.0,11.08,12.451,12.503,0,0,kill,2
1778028606.0876377,6.942,1.0,50.0,12.679,12.959,13.21,0,0,kill,2
1778028606.3891768,7.243,0.993333,50.0,11.009,12.658,12.682,0,0,kill,2
1778028606.6907237,7.545,1.0,50.0,12.404,12.987,13.168,0,0,kill,2
1778028606.9928935,7.847,1.0,50.0,12.512,12.689,12.755,0,0,kill,2
1778028607.2950976,8.149,1.0,50.0,10.871,11.196,11.486,0,0,kill,2
1778028607.5973954,8.452,1.0,50.0,11.261,12.9,14.17,0,0,kill,2
1778028607.8991232,8.753,0.993333,50.0,11.077,13.299,15.027,0,0,kill,2
1778028608.200848,9.055,1.0,50.0,12.284,13.75,14.139,0,0,kill,2
1778028608.5026135,9.357,1.0,50.0,12.375,14.093,14.196,0,0,kill,2
1778028608.8043604,9.658,1.0,50.0,11.594,13.123,13.26,0,0,kill,2
1778028609.1059947,9.96,1.0,50.0,13.001,13.222,13.354,0,0,kill,2
1778028609.40984,10.264,1.0,50.0,12.852,14.682,15.273,0,0,kill,2
1778028609.7115848,10.566,1.0,50.0,13.155,13.422,13.589,0,0,kill,2
1778028610.0132685,10.867,1.0,50.0,13.032,13.235,13.261,0,0,kill,2
1778028610.3148925,11.169,1.0,50.0,12.114,14.323,14.446,0,0,kill,2
1778028610.6165075,11.471,1.0,50.0,12.695,13.441,13.723,0,0,kill,2
1778028610.9182196,11.772,1.0,50.0,11.229,12.112,12.336,0,0,kill,2
1778028611.2204278,12.075,1.0,50.0,12.401,13.114,13.487,0,0,kill,2
1778028611.5220504,12.376,1.0,50.0,11.239,13.016,13.051,0,0,kill,2
1778028611.82469,12.679,1.0,50.0,11.434,13.54,13.737,0,0,kill,2
1778028612.1266267,12.981,1.0,50.0,11.178,12.929,13.163,0,0,kill,2
1778028612.4284203,13.283,1.0,50.0,10.913,12.405,12.734,0,0,kill,2
1778028612.7297394,13.584,1.0,50.0,12.968,13.708,13.981,0,0,kill,2
1778028613.0314312,13.886,1.0,50.0,13.165,13.628,13.709,0,0,kill,2
1778028613.3330212,14.187,1.0,50.0,11.872,13.221,13.826,0,0,kill,2
1778028613.6346772,14.489,1.0,50.0,13.142,13.594,14.037,0,0,kill,2
1778028613.93622,14.79,1.0,53.33,11.088,13.54,13.878,0,0,kill,2
1778028614.2385266,15.093,1.0,50.0,11.008,13.747,14.516,0,0,kill,2
1778028614.5401707,15.394,1.0,50.0,10.993,11.551,11.67,0,0,kill,2
1778028614.8420022,15.696,1.0,50.0,12.7,13.203,13.369,0,0,kill,2
1778028615.1435676,15.998,0.993333,50.0,10.902,12.703,12.776,0,0,kill,2
1778028615.4451227,16.299,1.0,50.0,12.783,15.557,17.109,0,0,kill,2
1778028615.746632,16.601,1.0,50.0,11.543,12.846,13.116,0,0,kill,2
1778028616.0491884,16.903,1.0,46.67,12.804,14.76,15.071,0,0,kill,2
1778028616.351945,17.206,1.0,50.0,13.374,13.948,14.494,0,0,kill,2
1778028616.6537995,17.508,1.0,53.33,13.697,15.263,15.772,0,0,kill,2
1778028616.9553196,17.809,0.993333,50.0,13.072,13.847,14.047,0,0,kill,2
1778028617.2567894,18.111,1.0,50.0,12.028,13.304,13.367,0,0,kill,2
1778028617.5583405,18.412,1.0,50.0,11.406,13.48,13.67,0,0,kill,2
1778028617.8598833,18.714,1.0,50.0,12.815,12.971,12.977,0,0,kill,2
1778028618.161394,19.016,1.0,50.0,12.876,13.291,13.337,0,0,kill,2
1778028618.4628766,19.317,0.993333,50.0,12.799,13.244,13.518,0,0,kill,2
1778028618.7643936,19.619,1.0,50.0,12.836,13.564,13.854,0,0,kill,2
1778028619.0670907,19.921,0.992857,46.67,11.246,13.111,13.342,0,0,kill,2
1778028619.3708944,20.225,1.0,53.33,11.328,14.395,18.178,0,0,kill,2
1778028619.6723368,20.526,1.0,50.0,12.73,12.968,13.183,0,0,kill,2
1778028619.9738455,20.828,1.0,50.0,12.682,13.352,13.438,0,0,kill,2
1778028620.2754009,21.13,1.0,50.0,12.612,12.854,13.057,0,0,kill,2
1778028620.5769157,21.431,1.0,50.0,12.691,13.138,13.266,0,0,kill,2
1778028620.8784182,21.733,1.0,50.0,11.009,12.829,12.939,0,0,kill,2
1778028621.1799498,22.034,0.993333,50.0,11.031,12.776,12.936,0,0,kill,2
1778028621.4814863,22.336,1.0,50.0,11.494,12.603,12.783,0,0,kill,2
1778028621.7830567,22.637,1.0,50.0,12.315,12.937,13.165,0,0,kill,2
1778028622.0843322,22.938,1.0,50.0,12.712,13.182,13.423,0,0,kill,2
1778028622.3858342,23.24,1.0,50.0,12.581,12.872,13.033,0,0,kill,2
1778028622.6873817,23.542,1.0,50.0,12.526,12.857,13.124,0,0,kill,2
1778028622.9888813,23.843,1.0,50.0,12.546,12.86,12.944,0,0,kill,2
1778028623.290403,24.145,1.0,50.0,12.567,13.102,13.262,0,0,kill,2
1778028623.5919783,24.446,1.0,50.0,12.789,13.676,13.854,0,0,kill,2
1778028623.8934817,24.748,0.993333,50.0,12.584,13.403,13.439,0,0,kill,2
1778028624.1957266,25.05,0.993333,50.0,12.435,14.703,15.963,0,0,kill,2
1778028624.4973395,25.351,0.993333,50.0,12.436,13.312,13.616,0,0,kill,2
1778028624.7988417,25.653,1.0,50.0,11.325,13.852,16.188,0,0,kill,2
1778028625.1003494,25.954,1.0,50.0,12.566,13.485,13.52,0,0,kill,2
1778028625.4018404,26.256,1.0,50.0,12.464,12.535,12.541,0,0,kill,2
1778028625.7034135,26.558,1.0,50.0,12.513,13.059,13.25,0,0,kill,2
1778028626.0050054,26.859,1.0,50.0,12.695,13.189,13.262,0,0,kill,2
1778028626.306532,27.161,1.0,50.0,12.517,13.069,13.122,0,0,kill,2
1778028626.6080885,27.462,1.0,50.0,12.666,14.755,14.895,0,0,kill,2
1778028626.9095945,27.764,1.0,50.0,12.537,12.931,13.169,0,0,kill,2
1778028627.2111053,28.065,1.0,50.0,11.596,12.646,12.78,0,0,kill,2
1778028627.5126026,28.367,1.0,50.0,12.26,12.929,12.93,0,0,kill,2
1778028627.814137,28.668,0.993333,50.0,11.785,12.571,12.899,0,0,kill,2
1778028628.1156945,28.97,1.0,50.0,10.862,11.226,11.489,0,0,kill,2
1778028628.4172149,29.271,1.0,50.0,11.041,11.923,12.428,0,0,kill,2
